"subjects","E","S","R","rt"
"na1t","speed","left","left",0.4348
"na1t","neutral","right","right",0.3763
"na1t","neutral","left","left",0.3234
"na1t","neutral","right","right",0.3961
"na1t","neutral","left","left",0.401
"na1t","accuracy","right","right",0.4083
"na1t","neutral","left","left",0.3398
"na1t","accuracy","left","left",0.4305
"na1t","neutral","left","left",0.3881
"na1t","neutral","left","left",0.466
"na1t","neutral","left","left",0.3506
"na1t","speed","left","left",0.2845
"na1t","neutral","left","left",0.3175
"na1t","accuracy","right","right",0.4177
"na1t","accuracy","left","left",0.3941
"na1t","accuracy","left","left",0.3539
"na1t","neutral","right","right",0.3954
"na1t","accuracy","left","left",0.4571
"na1t","neutral","right","right",0.3807
"na1t","accuracy","left","left",0.3458
"na1t","speed","left","left",0.3659
"na1t","speed","right","left",0.3451
"na1t","accuracy","left","left",0.4094
"na1t","speed","right","right",0.3153
"na1t","neutral","right","right",0.3451
"na1t","speed","left","left",0.3119
"na1t","speed","right","right",0.3636
"na1t","speed","right","right",0.3249
"na1t","speed","right","right",0.3334
"na1t","accuracy","left","left",0.4307
"na1t","neutral","right","right",0.4048
"na1t","neutral","right","right",0.4207
"na1t","accuracy","right","right",0.3751
"na1t","neutral","left","left",0.3416
"na1t","neutral","left","left",0.3967
"na1t","speed","right","right",0.307
"na1t","neutral","left","left",0.3994
"na1t","accuracy","right","right",0.3597
"na1t","neutral","left","left",0.4036
"na1t","speed","left","left",0.3459
"na1t","neutral","left","left",0.3507
"na1t","accuracy","right","right",0.3897
"na1t","neutral","left","left",0.4444
"na1t","accuracy","right","right",0.3626
"na1t","neutral","right","right",0.3915
"na1t","accuracy","left","left",0.4151
"na1t","accuracy","right","right",0.3922
"na1t","neutral","right","left",0.3089
"na1t","accuracy","right","right",0.3537
"na1t","neutral","left","left",0.4481
"na1t","speed","left","left",0.3596
"na1t","speed","right","right",0.3294
"na1t","neutral","right","right",0.4235
"na1t","neutral","right","right",0.3414
"na1t","speed","right","right",0.3477
"na1t","neutral","left","left",0.4253
"na1t","accuracy","left","left",0.3916
"na1t","accuracy","right","right",0.392
"na1t","accuracy","right","right",0.4142
"na1t","neutral","left","left",0.3766
"na1t","accuracy","left","left",0.4069
"na1t","speed","left","left",0.3366
"na1t","neutral","left","left",0.3829
"na1t","speed","left","left",0.3218
"na1t","speed","right","right",0.3958
"na1t","accuracy","left","left",0.3218
"na1t","speed","left","left",0.3331
"na1t","neutral","right","right",0.4046
"na1t","neutral","left","left",0.3281
"na1t","speed","right","right",0.3131
"na1t","accuracy","left","left",0.3943
"na1t","neutral","right","right",0.3506
"na1t","accuracy","right","right",0.3768
"na1t","neutral","right","right",0.3753
"na1t","accuracy","right","right",0.3949
"na1t","speed","left","left",0.353
"na1t","neutral","right","right",0.4217
"na1t","neutral","right","right",0.38
"na1t","accuracy","right","right",0.4081
"na1t","accuracy","right","right",0.4289
"na1t","accuracy","right","right",0.3702
"na1t","accuracy","right","right",0.4923
"na1t","accuracy","left","left",0.4704
"na1t","speed","left","left",0.4259
"na1t","neutral","left","left",0.4039
"na1t","neutral","left","left",0.3464
"na1t","neutral","left","left",0.4165
"na1t","neutral","right","right",0.4481
"na1t","neutral","left","left",0.4497
"na1t","speed","left","left",0.3719
"na1t","accuracy","right","right",0.4183
"na1t","accuracy","right","right",0.388
"na1t","speed","left","left",0.449
"na1t","neutral","left","left",0.4761
"na1t","neutral","right","right",0.4066
"na1t","speed","left","left",0.3896
"na1t","accuracy","right","right",0.3228
"na1t","neutral","left","left",0.4155
"na1t","accuracy","left","left",0.4031
"na1t","accuracy","left","left",0.4586
"na1t","speed","left","left",0.3606
"na1t","accuracy","right","right",0.3929
"na1t","accuracy","left","left",0.4014
"na1t","accuracy","left","left",0.4081
"na1t","neutral","right","right",0.379
"na1t","speed","left","left",0.3768
"na1t","neutral","right","right",0.3836
"na1t","neutral","right","right",0.4232
"na1t","speed","left","left",0.2958
"na1t","neutral","left","left",0.3673
"na1t","speed","right","right",0.2709
"na1t","neutral","left","left",0.3842
"na1t","speed","left","right",0.2793
"na1t","accuracy","left","left",0.3226
"na1t","accuracy","left","left",0.4312
"na1t","accuracy","left","left",0.3333
"na1t","speed","right","right",0.3828
"na1t","speed","right","right",0.3475
"na1t","speed","left","right",0.3303
"na1t","accuracy","right","right",0.4232
"na1t","accuracy","left","left",0.394
"na1t","accuracy","right","right",0.6712
"na1t","speed","right","right",0.3392
"na1t","speed","right","right",0.3586
"na1t","accuracy","right","right",0.5206
"na1t","accuracy","left","left",0.4539
"na1t","accuracy","right","right",0.4432
"na1t","speed","left","left",0.3983
"na1t","speed","right","right",0.3949
"na1t","accuracy","left","left",0.4052
"na1t","neutral","left","left",0.5436
"na1t","neutral","right","right",0.3907
"na1t","accuracy","left","left",0.41
"na1t","neutral","left","left",0.3153
"na1t","neutral","right","right",0.3775
"na1t","neutral","right","right",0.4131
"na1t","neutral","left","left",0.3746
"na1t","accuracy","right","right",0.3597
"na1t","neutral","right","right",0.4027
"na1t","accuracy","right","left",0.6245
"na1t","speed","left","left",0.3101
"na1t","speed","left","left",0.3446
"na1t","accuracy","left","left",0.4501
"na1t","accuracy","right","right",0.6927
"na1t","accuracy","left","left",0.4135
"na1t","accuracy","right","right",0.3999
"na1t","speed","left","left",0.4068
"na1t","accuracy","left","left",0.4597
"na1t","accuracy","right","right",0.6174
"na1t","neutral","right","right",0.3843
"na1t","accuracy","right","right",0.4507
"na1t","speed","left","right",0.3181
"na1t","speed","left","left",0.3662
"na1t","accuracy","right","right",0.3907
"na1t","accuracy","right","right",0.629
"na1t","neutral","right","right",0.4549
"na1t","neutral","left","left",0.4555
"na1t","accuracy","right","right",0.5408
"na1t","neutral","right","right",0.4285
"na1t","accuracy","right","right",0.484
"na1t","speed","right","right",0.3343
"na1t","accuracy","right","right",0.5517
"na1t","accuracy","right","right",0.4354
"na1t","accuracy","left","left",0.4714
"na1t","speed","left","left",0.3455
"na1t","accuracy","right","right",0.4388
"na1t","neutral","right","right",0.6089
"na1t","speed","left","left",0.3654
"na1t","accuracy","right","right",0.3981
"na1t","accuracy","left","left",0.3797
"na1t","neutral","left","left",0.3821
"na1t","speed","left","left",0.3307
"na1t","speed","left","left",0.3906
"na1t","speed","right","right",0.3607
"na1t","accuracy","right","right",0.6207
"na1t","neutral","right","right",0.4831
"na1t","accuracy","left","left",0.5002
"na1t","speed","left","left",0.4486
"na1t","neutral","right","right",0.4716
"na1t","neutral","right","right",0.3888
"na1t","speed","left","left",0.3915
"na1t","accuracy","right","right",0.3495
"na1t","neutral","right","right",0.4043
"na1t","speed","left","left",0.2944
"na1t","speed","left","left",0.3527
"na1t","accuracy","right","right",0.3493
"na1t","speed","left","left",0.3414
"na1t","accuracy","right","right",0.4007
"na1t","speed","right","left",0.3252
"na1t","accuracy","right","right",0.3793
"na1t","neutral","right","right",0.3667
"na1t","accuracy","right","right",0.4273
"na1t","accuracy","right","right",0.4383
"na1t","accuracy","right","right",0.3531
"na1t","accuracy","left","left",0.4238
"na1t","speed","right","right",0.3091
"na1t","speed","left","left",0.406
"na1t","accuracy","right","right",0.416
"na1t","speed","right","right",0.3535
"na1t","accuracy","left","left",0.3949
"na1t","speed","right","right",0.3404
"na1t","speed","right","right",0.3696
"na1t","speed","right","right",0.3649
"na1t","accuracy","right","right",0.4266
"na1t","accuracy","left","left",0.3417
"na1t","speed","right","right",0.3891
"na1t","speed","right","left",0.4107
"na1t","accuracy","right","right",0.3965
"na1t","accuracy","left","left",0.4066
"na1t","speed","right","right",0.3561
"na1t","speed","right","right",0.3434
"na1t","neutral","right","right",0.521
"na1t","accuracy","left","left",0.3866
"na1t","neutral","right","right",0.426
"na1t","accuracy","left","left",0.4036
"na1t","accuracy","right","right",0.4758
"na1t","accuracy","right","right",0.6691
"na1t","neutral","right","left",0.8635
"na1t","speed","right","right",0.4028
"na1t","speed","right","right",0.3537
"na1t","accuracy","left","left",0.4201
"na1t","accuracy","left","left",0.3906
"na1t","speed","left","left",0.3607
"na1t","neutral","left","left",0.3678
"na1t","neutral","left","left",0.4581
"na1t","neutral","right","right",0.4245
"na1t","neutral","right","left",0.6474
"na1t","speed","left","left",0.3654
"na1t","neutral","right","right",0.4421
"na1t","speed","left","left",0.33
"na1t","accuracy","right","right",0.3861
"na1t","neutral","right","right",0.3749
"na1t","speed","right","right",0.318
"na1t","neutral","left","left",0.3685
"na1t","speed","left","left",0.3848
"na1t","speed","right","right",0.3541
"na1t","accuracy","left","left",0.4033
"na1t","accuracy","right","right",0.401
"na1t","speed","left","left",0.4412
"na1t","neutral","right","right",0.4361
"na1t","accuracy","right","right",0.4249
"na1t","neutral","left","left",0.4945
"na1t","neutral","right","right",0.3919
"na1t","speed","left","left",0.4283
"na1t","speed","right","right",0.3705
"na1t","speed","left","left",0.3709
"na1t","neutral","right","right",0.4236
"na1t","neutral","left","left",0.3297
"na1t","neutral","left","left",0.3851
"na1t","speed","left","left",0.3067
"na1t","accuracy","right","right",0.3725
"na1t","accuracy","right","right",0.4269
"na1t","accuracy","right","right",0.4409
"na1t","accuracy","right","left",0.3528
"na1t","speed","left","left",0.3601
"na1t","accuracy","right","right",0.4531
"na1t","neutral","right","right",0.4526
"na1t","neutral","right","right",0.7834
"na1t","neutral","right","right",0.3845
"na1t","speed","right","left",0.3676
"na1t","neutral","left","left",0.4561
"na1t","speed","right","right",0.3498
"na1t","neutral","right","right",0.4432
"na1t","accuracy","right","right",0.5244
"na1t","neutral","right","right",0.3663
"na1t","speed","left","left",0.3594
"na1t","accuracy","right","right",0.4166
"na1t","accuracy","right","right",0.3915
"na1t","neutral","left","left",0.4229
"na1t","accuracy","left","left",0.4669
"na1t","accuracy","left","left",0.4425
"na1t","speed","right","left",0.3308
"na1t","accuracy","left","left",0.4282
"na1t","speed","right","right",0.3605
"na1t","accuracy","left","left",0.4164
"na1t","speed","right","right",0.4
"na1t","accuracy","right","right",0.5513
"na1t","neutral","left","left",0.4351
"na1t","speed","left","left",0.4014
"na1t","accuracy","left","left",0.5262
"na1t","neutral","right","right",0.4342
"na1t","accuracy","right","right",0.4516
"na1t","speed","right","right",0.4391
"na1t","neutral","left","left",0.4108
"na1t","speed","left","left",0.4177
"na1t","neutral","left","left",0.5556
"na1t","accuracy","right","right",0.3914
"na1t","accuracy","right","right",0.4977
"na1t","accuracy","left","left",0.4131
"na1t","speed","left","right",0.3512
"na1t","accuracy","left","left",0.7136
"na1t","accuracy","right","right",0.7295
"na1t","accuracy","right","right",0.4962
"na1t","neutral","left","left",0.3998
"na1t","accuracy","left","left",0.452
"na1t","accuracy","right","right",0.3907
"na1t","neutral","right","right",0.4151
"na1t","speed","left","left",0.3322
"na1t","neutral","left","left",0.3963
"na1t","speed","right","right",0.3703
"na1t","speed","left","left",0.3905
"na1t","speed","right","right",0.3443
"na1t","accuracy","right","right",0.3543
"na1t","neutral","right","right",0.3699
"na1t","speed","left","left",0.4249
"na1t","neutral","left","left",0.3724
"na1t","neutral","right","right",0.5077
"na1t","accuracy","left","left",0.4041
"na1t","neutral","left","left",0.4769
"na1t","accuracy","left","left",0.4496
"na1t","speed","left","left",0.3135
"na1t","neutral","left","left",0.4714
"na1t","speed","right","left",0.3389
"na1t","accuracy","right","right",0.404
"na1t","speed","left","left",0.3749
"na1t","speed","right","right",0.3967
"na1t","neutral","right","right",0.4174
"na1t","accuracy","left","left",0.3932
"na1t","speed","left","left",0.3719
"na1t","accuracy","right","right",0.4088
"na1t","speed","left","left",0.4157
"na1t","accuracy","right","right",0.4432
"na1t","accuracy","left","left",0.3841
"na1t","speed","left","left",0.4431
"na1t","speed","right","right",0.3761
"na1t","speed","left","left",0.3328
"na1t","neutral","right","right",0.4067
"na1t","neutral","right","right",0.3735
"na1t","speed","left","left",0.327
"na1t","accuracy","left","left",0.3381
"na1t","speed","left","left",0.3217
"na1t","speed","left","left",0.2872
"na1t","neutral","left","left",0.3808
"na1t","neutral","right","right",0.3835
"na1t","accuracy","left","left",0.3965
"na1t","accuracy","left","left",0.3514
"na1t","neutral","right","right",0.4278
"na1t","accuracy","right","right",0.3914
"na1t","neutral","left","left",0.3961
"na1t","neutral","left","left",0.4097
"na1t","neutral","right","right",0.4105
"na1t","accuracy","left","left",0.3179
"na1t","neutral","left","left",0.3696
"na1t","neutral","right","left",0.3703
"na1t","accuracy","left","left",0.388
"na1t","neutral","left","left",0.3915
"na1t","speed","right","right",0.335
"na1t","speed","right","right",0.4033
"na1t","accuracy","right","right",0.4332
"na1t","speed","left","left",0.3571
"na1t","accuracy","left","left",0.4671
"na1t","neutral","left","left",0.3471
"na1t","accuracy","right","right",0.4501
"na1t","accuracy","left","left",0.4346
"na1t","accuracy","left","left",0.3586
"na1t","speed","right","right",0.3533
"na1t","speed","right","right",0.4324
"na1t","accuracy","right","right",0.479
"na1t","speed","right","right",0.4596
"na1t","accuracy","right","right",0.7413
"na1t","neutral","right","right",0.6568
"na1t","neutral","right","right",0.632
"na1t","accuracy","left","left",0.4995
"na1t","neutral","left","left",0.5201
"na1t","neutral","right","right",0.3559
"na1t","speed","left","left",0.3259
"na1t","speed","left","left",0.4409
"na1t","speed","left","left",0.3386
"na1t","accuracy","right","right",0.4066
"na1t","neutral","right","right",0.3838
"na1t","neutral","left","left",0.4121
"na1t","neutral","right","right",0.4052
"na1t","speed","left","left",0.2844
"na1t","speed","left","left",0.4182
"na1t","accuracy","right","right",0.4298
"na1t","speed","left","left",0.262
"na1t","neutral","left","left",0.4472
"na1t","speed","left","left",0.3263
"na1t","neutral","left","left",0.3034
"na1t","speed","right","right",0.4264
"na1t","neutral","right","right",0.4279
"na1t","neutral","right","left",0.3713
"na1t","accuracy","left","left",0.3649
"na1t","accuracy","left","left",0.3815
"na1t","speed","left","left",0.2958
"na1t","speed","left","left",0.3061
"na1t","speed","left","left",0.3071
"na1t","speed","right","right",0.3486
"na1t","neutral","right","right",0.4123
"na1t","speed","right","right",0.3676
"na1t","accuracy","left","left",0.3812
"na1t","neutral","right","right",0.396
"na1t","accuracy","left","left",0.4279
"na1t","neutral","right","right",0.3968
"na1t","neutral","left","left",0.363
"na1t","neutral","left","left",0.4338
"na1t","neutral","right","right",0.437
"na1t","accuracy","right","right",0.4126
"na1t","accuracy","right","left",0.3672
"na1t","neutral","left","left",0.4477
"na1t","speed","left","left",0.3423
"na1t","accuracy","right","right",0.4101
"na1t","accuracy","left","left",0.3824
"na1t","accuracy","right","right",0.4383
"na1t","accuracy","right","right",0.4329
"na1t","speed","right","right",0.4731
"na1t","accuracy","left","left",0.4605
"na1t","neutral","right","right",0.5741
"na1t","accuracy","left","left",0.4106
